date,stock,action,price,shares,cost,reason,profit
20260120,300509.SZ,BUY,14.78,400,5912.0,Daily Buy,
20260120,300433.SZ,BUY,38.38,100,3838.0000000000005,Daily Buy,
20260120,300982.SZ,BUY,21.959999999999997,300,6587.999999999999,Daily Buy,
20260120,300563.SZ,BUY,39.00000000000001,100,3900.000000000001,Daily Buy,
20260120,301091.SZ,BUY,26.84,200,5368.0,Daily Buy,
20260120,300081.SZ,BUY,5.58,1200,6696.0,Daily Buy,
20260120,300598.SZ,BUY,46.78,100,4678.0,Daily Buy,
20260120,300369.SZ,BUY,7.88,900,7092.0,Daily Buy,
20260120,300008.SZ,BUY,8.39,800,6712.0,Daily Buy,
20260120,301033.SZ,BUY,71.36,100,7136.0,Daily Buy,
20260120,300044.SZ,BUY,5.63,1200,6756.0,Daily Buy,
20260120,300310.SZ,BUY,6.430000000000001,1100,7073.000000000001,Daily Buy,
20260120,300016.SZ,BUY,9.1,700,6370.0,Daily Buy,
20260120,300213.SZ,BUY,9.52,700,6664.0,Daily Buy,
20260120,300830.SZ,BUY,12.88,500,6440.0,Daily Buy,
20260120,301301.SZ,BUY,11.03,600,6618.0,Daily Buy,
20260120,301046.SZ,BUY,26.54,200,5308.0,Daily Buy,
20260120,301085.SZ,BUY,54.7,100,5470.0,Daily Buy,
20260120,301019.SZ,BUY,24.52,200,4904.0,Daily Buy,
20260120,300095.SZ,BUY,11.469999999999999,600,6881.999999999999,Daily Buy,
20260120,300525.SZ,BUY,14.31,500,7155.0,Daily Buy,
20260120,300238.SZ,BUY,16.32,400,6528.0,Daily Buy,
20260120,300766.SZ,BUY,42.46,100,4246.0,Daily Buy,
20260120,300093.SZ,BUY,17.22,400,6888.0,Daily Buy,
20260120,300562.SZ,BUY,15.08,400,6032.0,Daily Buy,
20260120,300740.SZ,BUY,24.43,200,4886.0,Daily Buy,
20260120,300002.SZ,BUY,12.3,500,6150.0,Daily Buy,
20260120,300825.SZ,BUY,10.46,600,6276.000000000001,Daily Buy,
20260120,300043.SZ,BUY,6.430000000000001,1100,7073.000000000001,Daily Buy,
20260120,301027.SZ,BUY,19.74,300,5921.999999999999,Daily Buy,
20260120,300254.SZ,BUY,10.89,600,6534.0,Daily Buy,
20260120,301321.SZ,BUY,20.950000000000003,300,6285.000000000001,Daily Buy,
20260120,300494.SZ,BUY,13.250000000000002,500,6625.000000000001,Daily Buy,
20260120,300067.SZ,BUY,5.1000000000000005,1400,7140.000000000001,Daily Buy,
20260120,300678.SZ,BUY,33.379999999999995,200,6675.999999999999,Daily Buy,
20260120,300263.SZ,BUY,9.51,700,6657.0,Daily Buy,
20260120,300270.SZ,BUY,11.860000000000001,600,7116.000000000001,Daily Buy,
20260120,300143.SZ,BUY,12.0,500,6000.0,Daily Buy,
20260120,300416.SZ,BUY,19.41,300,5823.0,Daily Buy,
20260120,300359.SZ,BUY,5.630000000000001,1200,6756.000000000001,Daily Buy,
20260120,300688.SZ,BUY,30.76,200,6152.0,Daily Buy,
20260120,301119.SZ,BUY,53.14,100,5314.0,Daily Buy,
20260120,301087.SZ,BUY,55.470000000000006,100,5547.000000000001,Daily Buy,
20260120,300540.SZ,BUY,22.16,300,6648.0,Daily Buy,
20260120,300170.SZ,BUY,26.310000000000002,200,5262.0,Daily Buy,
20260120,300006.SZ,BUY,4.92,1400,6888.0,Daily Buy,
20260120,300590.SZ,BUY,12.68,500,6340.0,Daily Buy,
20260120,300265.SZ,BUY,14.290000000000001,500,7145.000000000001,Daily Buy,
20260120,301337.SZ,BUY,30.96,200,6192.0,Daily Buy,
20260120,300872.SZ,BUY,20.17,300,6051.000000000001,Daily Buy,
20260120,301226.SZ,BUY,32.65,200,6530.0,Daily Buy,
20260120,300353.SZ,BUY,22.880000000000003,300,6864.000000000001,Daily Buy,
20260120,300251.SZ,BUY,17.02,400,6808.0,Daily Buy,
20260120,301056.SZ,BUY,15.34,400,6136.0,Daily Buy,
20260120,301302.SZ,BUY,25.24,200,5048.0,Daily Buy,
20260120,301070.SZ,BUY,60.50000000000001,100,6050.000000000001,Daily Buy,
20260120,300366.SZ,BUY,7.12,1000,7120.0,Daily Buy,
20260120,300922.SZ,BUY,24.04,200,4808.0,Daily Buy,
20260120,300654.SZ,BUY,10.8,600,6480.0,Daily Buy,
20260120,300339.SZ,BUY,54.25,100,5425.0,Daily Buy,
20260120,300424.SZ,BUY,19.38,300,5814.0,Daily Buy,
20260120,300745.SZ,BUY,28.29,200,5658.0,Daily Buy,
20260120,300465.SZ,BUY,20.16,300,6048.0,Daily Buy,
20260120,300689.SZ,BUY,46.62,100,4662.0,Daily Buy,
20260120,301282.SZ,BUY,28.900000000000002,200,5780.0,Daily Buy,
20260120,300652.SZ,BUY,56.82,100,5682.0,Daily Buy,
20260120,300674.SZ,BUY,24.169999999999998,200,4834.0,Daily Buy,
20260120,301571.SZ,BUY,58.19,100,5819.0,Daily Buy,
20260120,300572.SZ,BUY,28.86,200,5772.0,Daily Buy,
20260120,300765.SZ,BUY,38.699999999999996,100,3869.9999999999995,Daily Buy,
20260120,300027.SZ,BUY,2.17,3300,7161.0,Daily Buy,
20260120,300559.SZ,BUY,13.21,500,6605.0,Daily Buy,
20260120,300164.SZ,BUY,6.96,1000,6960.0,Daily Buy,
20260120,300271.SZ,BUY,7.8500000000000005,900,7065.000000000001,Daily Buy,
20260203,300726.SZ,SELL,49.86000000000001,900,,调仓卖出,-1602.000000000001
20260203,300459.SZ,SELL,5.09,1300,,调仓卖出,-168.99999999999986
20260203,300036.SZ,SELL,19.35,300,,调仓卖出,125.99999999999945
20260203,300153.SZ,SELL,34.980000000000004,200,,调仓卖出,566.0000000000011
20260203,300738.SZ,SELL,24.14,300,,调仓卖出,876.0000000000005
20260203,300221.SZ,SELL,12.05,600,,调仓卖出,840.0000000000002
20260203,301052.SZ,SELL,39.33,100,,调仓卖出,-175.0
20260203,300399.SZ,SELL,27.400000000000002,200,,调仓卖出,-93.99999999999977
20260203,301013.SZ,SELL,24.240000000000002,200,,调仓卖出,-649.9999999999993
20260203,300166.SZ,SELL,10.92,600,,调仓卖出,41.999999999999105
20260203,301315.SZ,SELL,60.21,100,,调仓卖出,-159.00000000000034
20260203,300010.SZ,SELL,7.08,900,,调仓卖出,-620.9999999999995
20260203,300676.SZ,SELL,50.300000000000004,100,,调仓卖出,-71.00000000000009
20260203,300918.SZ,SELL,17.2,300,,调仓卖出,-267.00000000000125
20260203,301148.SZ,SELL,52.2,100,,调仓卖出,55.000000000000426
20260203,300426.SZ,SELL,8.91,800,,调仓卖出,520.0000000000002
20260203,301382.SZ,SELL,39.970000000000006,100,,调仓卖出,262.00000000000045
20260203,300413.SZ,SELL,26.84,200,,调仓卖出,128.0000000000001
20260203,300663.SZ,SELL,17.09,300,,调仓卖出,-297.00000000000057
20260203,300687.SZ,SELL,22.75,200,,调仓卖出,-653.9999999999999
20260203,300699.SZ,SELL,41.05,100,,调仓卖出,142.99999999999926
20260203,300773.SZ,SELL,27.599999999999998,200,,调仓卖出,-36.000000000000654
20260203,300662.SZ,SELL,29.990000000000002,200,,调仓卖出,420.0000000000003
20260203,300996.SZ,SELL,17.33,400,,调仓卖出,-248.0000000000004
20260203,300182.SZ,SELL,6.13,1100,,调仓卖出,44.00000000000004
20260203,301319.SZ,SELL,46.39,100,,调仓卖出,-486.0000000000007
20260203,300642.SZ,SELL,18.7,300,,调仓卖出,-303.00000000000045
20260203,301299.SZ,SELL,59.85,100,,调仓卖出,54.999999999999716
20260203,300113.SZ,SELL,27.88,300,,调仓卖出,1820.999999999999
20260203,300363.SZ,SELL,23.79,200,,调仓卖出,-438.0000000000002
20260203,300925.SZ,SELL,21.990000000000002,300,,调仓卖出,-213.00000000000026
20260203,301316.SZ,SELL,43.82,100,,调仓卖出,-345.0000000000003
20260203,301127.SZ,SELL,17.73,400,,调仓卖出,168.00000000000068
20260203,300168.SZ,SELL,6.7,1000,,调仓卖出,-259.9999999999998
20260203,300430.SZ,SELL,21.93,300,,调仓卖出,-278.9999999999999
20260203,300725.SZ,SELL,41.14,100,,调仓卖出,-164.00000000000006
20260203,300248.SZ,SELL,13.330000000000002,500,,调仓卖出,-109.99999999999943
20260203,300451.SZ,SELL,5.43,1200,,调仓卖出,-312.0000000000008
20260203,300730.SZ,SELL,12.910000000000002,500,,调仓卖出,-314.9999999999995
20260203,300846.SZ,SELL,27.46,300,,调仓卖出,1373.9999999999995
20260203,301336.SZ,SELL,58.620000000000005,100,,调仓卖出,291.00000000000034
20260203,300807.SZ,SELL,54.6,100,,调仓卖出,-229.99999999999972
20260203,300250.SZ,SELL,25.67,200,,调仓卖出,86.00000000000065
